"county_id","fact_key","age_group_id","charge","county_name","edition_year","participant_name","viewer_category_id","viewer_id","vote","vote_date","votemode"
1,58969,1,0.50,Cork,2015,The Christina Lewis Combo,2,736,5,"2015-01-04",Phone
1,58970,1,0.50,Cork,2016,Elizabeth Mcdonald,1,736,4,"2016-01-03",Facebook
1,58971,1,1.00,Cork,2017,The Jeremy Morris Band,1,736,2,"2017-01-01",Phone
1,58972,1,1.00,Cork,2018,Janice Phillips,2,736,1,"2018-01-07",TV
1,58973,1,0.50,Cork,2019,Johnathan Gray,2,736,5,"2019-01-06",Instagram
1,58974,1,0.50,Cork,2020,Megan Lucas,1,736,5,"2020-01-05",Facebook
1,58975,1,1.00,Cork,2021,Robert Hall,1,736,4,"2021-01-03",TV
1,58976,1,0.50,Cork,2022,Brandon Baker,1,736,2,"2022-01-02",Instagram
1,59040,4,0.50,Cork,2013,Malik Lopez,1,744,4,"2013-01-06",TV
1,59041,4,0.20,Cork,2014,Rodney Sanchez,2,744,3,"2014-01-05",Facebook
1,59042,4,0.20,Cork,2015,Michael Orozco,2,744,2,"2015-01-04",Instagram
1,59043,4,1.00,Cork,2017,Danielle Gray,1,744,1,"2017-01-01",Phone
1,59044,4,1.00,Cork,2018,John Thompson,2,744,1,"2018-01-07",TV
1,59045,4,0.50,Cork,2019,Johnathan Gray,2,744,1,"2019-01-06",Instagram
1,59046,4,1.00,Cork,2020,Jeffrey Scott,2,744,2,"2020-01-05",Phone
1,59047,4,0.50,Cork,2021,Robert Hall,2,744,5,"2021-01-03",Facebook
1,59048,4,0.50,Cork,2022,Kristen Payne,1,744,2,"2022-01-02",Facebook
1,59250,1,0.50,Cork,2013,Tamara Long,2,766,2,"2013-01-06",Phone
1,59251,1,0.20,Cork,2014,Chelsey Foster,1,766,2,"2014-01-05",Facebook
1,59252,1,0.20,Cork,2015,Scott Snyder,1,766,2,"2015-01-04",Facebook
1,59253,1,0.50,Cork,2016,Elizabeth Mcdonald,1,766,3,"2016-01-03",Instagram
1,59254,1,1.00,Cork,2017,The Shirley Bailey Experience,2,766,4,"2017-01-01",TV
1,59255,1,1.00,Cork,2018,Janice Phillips,1,766,3,"2018-01-07",TV
1,59256,1,1.00,Cork,2019,The Laura Adams Experience,2,766,2,"2019-01-06",Phone
1,59257,1,1.00,Cork,2020,The Patricia Spencer Group,2,766,4,"2020-01-05",Phone
1,59258,1,1.00,Cork,2021,Joshua Sanchez,1,766,2,"2021-01-03",TV
1,59259,1,1.00,Cork,2022,Brandon Baker,1,766,1,"2022-01-02",TV
1,59614,1,0.20,Cork,2013,Tamara Long,2,804,5,"2013-01-06",Facebook
1,59615,1,0.50,Cork,2014,Chelsey Foster,2,804,4,"2014-01-05",Phone
1,59616,1,0.20,Cork,2015,Scott Snyder,2,804,1,"2015-01-04",Facebook
1,59617,1,1.00,Cork,2016,Elizabeth Mcdonald,1,804,4,"2016-01-03",Phone
1,59618,1,0.50,Cork,2017,The Jeremy Morris Band,2,804,5,"2017-01-01",Instagram
1,59619,1,0.50,Cork,2018,Debra Arellano,1,804,2,"2018-01-07",Facebook
1,59620,1,1.00,Cork,2019,Damon Allen,2,804,5,"2019-01-06",TV
1,59621,1,1.00,Cork,2020,The Patricia Spencer Group,2,804,1,"2020-01-05",TV
1,59622,1,1.00,Cork,2021,Kathryn Randolph,2,804,2,"2021-01-03",Phone
1,59623,1,0.50,Cork,2022,Brandon Baker,2,804,2,"2022-01-02",Instagram
1,60569,4,0.50,Cork,2013,Tamara Long,2,904,1,"2013-01-06",TV
1,60570,4,0.20,Cork,2015,Brittany Jacobs,1,904,3,"2015-01-04",Instagram
1,60571,4,0.50,Cork,2016,Michelle Lawson,2,904,5,"2016-01-03",Facebook
1,60572,4,0.50,Cork,2017,Beverly Perez,2,904,1,"2017-01-01",Facebook
1,60573,4,1.00,Cork,2018,Janice Phillips,1,904,2,"2018-01-07",TV
1,60574,4,0.50,Cork,2019,Michael Webster,1,904,2,"2019-01-06",Facebook
1,60575,4,0.50,Cork,2020,Jeffrey Scott,1,904,2,"2020-01-05",Instagram
1,60576,4,1.00,Cork,2021,Bradley Silva,2,904,1,"2021-01-03",Phone
1,60577,4,0.50,Cork,2022,Katherine Duncan,2,904,1,"2022-01-02",Instagram
1,60728,1,0.50,Cork,2013,Kimberly Wood,1,921,5,"2013-01-06",Phone
1,60729,1,0.20,Cork,2014,Ashley Green,2,921,2,"2014-01-05",Facebook
1,60730,1,0.20,Cork,2015,Michael Orozco,1,921,2,"2015-01-04",Instagram
1,60731,1,1.00,Cork,2017,Danielle Gray,2,921,5,"2017-01-01",TV
1,60732,1,1.00,Cork,2018,Monica Brennan,1,921,4,"2018-01-07",TV
1,60733,1,1.00,Cork,2019,Damon Allen,1,921,5,"2019-01-06",Phone
1,60734,1,0.50,Cork,2020,Jeffrey Scott,1,921,2,"2020-01-05",Instagram
1,60735,1,1.00,Cork,2021,Bradley Silva,2,921,1,"2021-01-03",Phone
1,60736,1,0.50,Cork,2022,Kristen Payne,2,921,1,"2022-01-02",Facebook
1,61066,2,0.20,Cork,2013,Tamara Long,2,957,2,"2013-01-06",Facebook
1,61067,2,0.50,Cork,2014,Chelsey Foster,1,957,4,"2014-01-05",TV
1,61068,2,0.20,Cork,2015,Michael Orozco,1,957,5,"2015-01-04",Facebook
1,61069,2,1.00,Cork,2016,Matthew Burton,1,957,1,"2016-01-03",Phone
1,61070,2,0.50,Cork,2017,Beverly Perez,2,957,4,"2017-01-01",Facebook
1,61071,2,0.50,Cork,2018,Carla Martinez,2,957,2,"2018-01-07",Instagram
1,61072,2,1.00,Cork,2019,Johnathan Gray,2,957,4,"2019-01-06",TV
1,61073,2,1.00,Cork,2020,Jeffrey Scott,2,957,1,"2020-01-05",TV
1,61074,2,1.00,Cork,2021,Sheri Welch,1,957,3,"2021-01-03",TV
1,61075,2,1.00,Cork,2022,Kristen Payne,2,957,2,"2022-01-02",TV
1,61229,1,0.20,Cork,2013,Riley Baker,1,974,5,"2013-01-06",Instagram
1,61230,1,0.20,Cork,2014,The Joshua Davis Combo,1,974,1,"2014-01-05",Instagram
1,61231,1,0.20,Cork,2015,Michael Orozco,1,974,5,"2015-01-04",Instagram
1,61232,1,0.50,Cork,2016,Matthew Burton,1,974,2,"2016-01-03",Instagram
1,61233,1,1.00,Cork,2017,The Shirley Bailey Experience,1,974,3,"2017-01-01",TV
1,61234,1,1.00,Cork,2018,Monica Brennan,1,974,4,"2018-01-07",TV
1,61235,1,1.00,Cork,2019,Johnathan Gray,1,974,3,"2019-01-06",Phone
1,61236,1,1.00,Cork,2020,The Patricia Spencer Group,2,974,3,"2020-01-05",TV
1,61237,1,0.50,Cork,2021,Sheri Welch,1,974,2,"2021-01-03",Instagram
1,61238,1,1.00,Cork,2022,Katherine Duncan,2,974,4,"2022-01-02",TV
1,61354,4,0.20,Cork,2014,Sally Carlson,2,987,4,"2014-01-05",Facebook
1,61355,4,0.20,Cork,2015,Michael Orozco,2,987,5,"2015-01-04",Instagram
1,61356,4,1.00,Cork,2016,Elizabeth Mcdonald,1,987,2,"2016-01-03",Phone
1,61357,4,0.50,Cork,2017,Shawn Reynolds,1,987,3,"2017-01-01",Facebook
1,61358,4,0.50,Cork,2018,Janice Phillips,2,987,3,"2018-01-07",Facebook
1,61359,4,0.50,Cork,2019,Benjamin Spears,2,987,1,"2019-01-06",Facebook
1,61360,4,0.50,Cork,2020,The Patricia Spencer Group,1,987,3,"2020-01-05",Facebook
1,61361,4,0.50,Cork,2021,Bradley Silva,1,987,5,"2021-01-03",Facebook
1,61362,4,1.00,Cork,2022,Kristen Payne,1,987,1,"2022-01-02",TV
1,61646,4,0.50,Cork,2013,Zachary Cooper,1,1018,4,"2013-01-06",Phone
1,61647,4,0.50,Cork,2014,The Christine Washington Band,2,1018,5,"2014-01-05",Phone
1,61648,4,0.50,Cork,2015,Michael Orozco,1,1018,3,"2015-01-04",Phone
1,61649,4,1.00,Cork,2016,Michelle Lawson,2,1018,1,"2016-01-03",Phone
1,61650,4,1.00,Cork,2017,Danielle Gray,1,1018,1,"2017-01-01",TV
1,61651,4,1.00,Cork,2018,Janice Phillips,1,1018,1,"2018-01-07",Phone
1,61652,4,1.00,Cork,2019,Damon Allen,1,1018,1,"2019-01-06",TV
1,61653,4,0.50,Cork,2020,Christian Sutton,2,1018,4,"2020-01-05",Instagram
1,61654,4,1.00,Cork,2021,Joshua Sanchez,2,1018,3,"2021-01-03",TV
1,61655,4,1.00,Cork,2022,The Sandra Combs Experience,2,1018,1,"2022-01-02",Phone
1,62660,2,0.20,Cork,2013,Malik Lopez,1,1125,4,"2013-01-06",Instagram
1,62661,2,0.50,Cork,2014,Chelsey Foster,2,1125,2,"2014-01-05",TV
1,62662,2,0.50,Cork,2015,Michael Orozco,2,1125,2,"2015-01-04",Phone
1,62663,2,0.50,Cork,2016,The Anthony Jones Experience,1,1125,5,"2016-01-03",Facebook
1,62664,2,1.00,Cork,2017,Shawn Reynolds,2,1125,3,"2017-01-01",Phone
1,62665,2,0.50,Cork,2018,Emily White,1,1125,2,"2018-01-07",Instagram
1,62666,2,1.00,Cork,2019,Debbie Hartman,2,1125,3,"2019-01-06",TV
1,62667,2,1.00,Cork,2020,The Patricia Spencer Group,2,1125,2,"2020-01-05",Phone
1,62668,2,0.50,Cork,2021,Robert Hall,2,1125,2,"2021-01-03",Facebook
1,62669,2,1.00,Cork,2022,Christopher Jordan,2,1125,1,"2022-01-02",TV
1,63134,1,0.50,Cork,2013,Kimberly Wood,2,1175,4,"2013-01-06",TV
1,63135,1,0.50,Cork,2014,Ashley Green,1,1175,5,"2014-01-05",Phone
1,63136,1,0.20,Cork,2015,Brittany Jacobs,1,1175,3,"2015-01-04",Instagram
1,63137,1,1.00,Cork,2016,Matthew Burton,2,1175,2,"2016-01-03",TV
1,63138,1,0.50,Cork,2017,Michael Cantrell,1,1175,5,"2017-01-01",Instagram
1,63139,1,0.50,Cork,2018,Janice Phillips,1,1175,5,"2018-01-07",Instagram
1,63140,1,0.50,Cork,2019,Johnathan Gray,2,1175,2,"2019-01-06",Instagram
1,63141,1,1.00,Cork,2020,The Patricia Spencer Group,2,1175,4,"2020-01-05",TV
1,63142,1,0.50,Cork,2021,Sheri Welch,2,1175,2,"2021-01-03",Facebook
1,63143,1,0.50,Cork,2022,Kristen Payne,2,1175,4,"2022-01-02",Instagram
1,63778,2,0.50,Cork,2013,Malik Lopez,2,1244,5,"2013-01-06",Phone
1,63779,2,0.20,Cork,2014,Bryan Hamilton,1,1244,3,"2014-01-05",Facebook
1,63780,2,0.50,Cork,2015,Leslie Bowman,1,1244,5,"2015-01-04",Phone
1,63781,2,0.50,Cork,2016,Elizabeth Mcdonald,1,1244,4,"2016-01-03",Instagram
1,63782,2,1.00,Cork,2017,Danielle Gray,1,1244,5,"2017-01-01",TV
1,63783,2,0.50,Cork,2018,Stacy Spencer,1,1244,3,"2018-01-07",Facebook
1,63784,2,0.50,Cork,2019,The Laura Adams Experience,1,1244,5,"2019-01-06",Instagram
1,63785,2,0.50,Cork,2020,The Patricia Spencer Group,1,1244,4,"2020-01-05",Facebook
1,63786,2,0.50,Cork,2021,Shawn Ferguson,2,1244,1,"2021-01-03",Instagram
1,63939,2,0.50,Cork,2013,Malik Lopez,2,1261,1,"2013-01-06",TV
1,63940,2,0.20,Cork,2014,Chelsey Foster,1,1261,4,"2014-01-05",Facebook
1,63941,2,0.50,Cork,2015,Leslie Bowman,2,1261,3,"2015-01-04",Phone
1,63942,2,0.50,Cork,2016,Michael Rodgers,1,1261,4,"2016-01-03",Instagram
